dt,AverageTemperature,State
19890108,26.26,Alabama
19890109,23.027,Alabama
19890110,17.013,Alabama
19890111,12.569,Alabama
19890112,3.628,Alabama
19900101,10.038,Alabama
19900102,12.77,Alabama
19900103,14.649,Alabama
19900104,16.549,Alabama
19900105,21.229,Alabama
19900106,25.816,Alabama
19900107,26.786,Alabama
19900108,27.44,Alabama
19900109,24.894,Alabama
19900110,17.872,Alabama
19900111,13.858,Alabama
19900112,10.537,Alabama
19910101,7.801,Alabama
19910102,10.352,Alabama
19910103,14.148,Alabama
19910104,18.991,Alabama
19910105,23.309,Alabama
19910106,25.358,Alabama
19910107,27.325,Alabama
19910108,26.396,Alabama
19910109,23.904,Alabama
19910110,18.258,Alabama
19910111,10.542,Alabama
19910112,10.085,Alabama
19920101,6.979,Alabama
19920102,10.898,Alabama
19920103,12.995,Alabama
19920104,16.589,Alabama
19920105,20.43,Alabama
19920106,24.305,Alabama
19920107,26.994,Alabama
19920108,24.786,Alabama
19920109,23.391,Alabama
19920110,16.813,Alabama
19920111,11.752,Alabama
19920112,8.531,Alabama
19930101,9.432,Alabama
19930102,8.046,Alabama
19930103,11.17,Alabama
19930104,15.095,Alabama
19930105,20.869,Alabama
19930106,25.706,Alabama
19930107,28.241,Alabama
19930108,27.166,Alabama
19930109,23.763,Alabama
19930110,17.26,Alabama
19930111,11.297,Alabama
19930112,7.476,Alabama
19940101,5.053,Alabama
19940102,10.188,Alabama
19940103,13.422,Alabama
19940104,18.406,Alabama
19940105,20.637,Alabama
19940106,25.864,Alabama
19940107,25.742,Alabama
19940108,25.541,Alabama
19940109,22.702,Alabama
19940110,17.913,Alabama
19940111,14.748,Alabama
19940112,9.995,Alabama
19950101,7.582,Alabama
19950102,8.791,Alabama
19950103,14.739,Alabama
19950104,17.526,Alabama
19950105,22.692,Alabama
19950106,24.495,Alabama
19950107,27.693,Alabama
19950108,28.121,Alabama
19950109,23.57,Alabama
19950110,17.821,Alabama
19950111,10.202,Alabama
19950112,7.205,Alabama
19960101,6.548,Alabama
19960102,8.602,Alabama
19960103,10.635,Alabama
19960104,15.801,Alabama
19960105,23.21,Alabama
19960106,25.32,Alabama
19960107,26.948,Alabama
19960108,25.99,Alabama
19960109,22.814,Alabama
19960110,17.378,Alabama
19960111,11.886,Alabama
19960112,9.661,Alabama
19970101,7.821,Alabama
19970102,10.607,Alabama
19970103,16.418,Alabama
19970104,15.231,Alabama
19970105,20.063,Alabama
19970106,23.862,Alabama
19970107,27.291,Alabama
19970108,25.936,Alabama
19970109,24.366,Alabama
19970110,17.598,Alabama
19970111,10.461,Alabama
19970112,7.39,Alabama
19980101,9.114,Alabama
19980102,9.828,Alabama
19980103,12.261,Alabama
19980104,16.744,Alabama
19980105,23.599,Alabama
19980106,27.542,Alabama
19980107,28.137,Alabama
19980108,27.154,Alabama
19980109,25.683,Alabama
19980110,19.627,Alabama
19980111,14.782,Alabama
19980112,10.971,Alabama
19990101,9.863,Alabama
19990102,11.233,Alabama
19990103,11.842,Alabama
19990104,19.735,Alabama
19990105,21.371,Alabama
19990106,25.348,Alabama
19990107,27.519,Alabama
19990108,28.234,Alabama
19990109,23.538,Alabama
19990110,17.925,Alabama
19990111,13.983,Alabama
19990112,8.662,Alabama
20000101,8.274,Alabama
20000102,11.476,Alabama
20000103,15.244,Alabama
20000104,16.032,Alabama
20000105,23.743,Alabama
20000106,25.838,Alabama
20000107,28.149,Alabama
20000108,27.783,Alabama
20000109,23.761,Alabama
20000110,18.454,Alabama
20000111,11.958,Alabama
20000112,4.224,Alabama
20010101,5.358,Alabama
20010102,11.583,Alabama
20010103,11.185,Alabama
20010104,18.517,Alabama
20010105,21.985,Alabama
20010106,24.904,Alabama
20010107,27.066,Alabama
20010108,26.443,Alabama
20010109,22.766,Alabama
20010110,16.343,Alabama
20010111,15.372,Alabama
20010112,10.611,Alabama
20020101,8.629,Alabama
20020102,8.121,Alabama
20020103,13.154,Alabama
20020104,19.522,Alabama
20020105,21.777,Alabama
20020106,25.703,Alabama
20020107,27.441,Alabama
20020108,27.119,Alabama
20020109,25.689,Alabama
20020110,20.228,Alabama
20020111,11.214,Alabama
20020112,7.669,Alabama
20030101,4.84,Alabama
20030102,9.094,Alabama
20030103,14.558,Alabama
20030104,17.788,Alabama
20030105,22.598,Alabama
20030106,24.785,Alabama
20030107,26.382,Alabama
20030108,26.923,Alabama
20030109,23.365,Alabama
20030110,17.902,Alabama
20030111,14.987,Alabama
20030112,6.936,Alabama
20040101,7.003,Alabama
20040102,7.677,Alabama
20040103,15.301,Alabama
20040104,16.638,Alabama
20040105,23.19,Alabama
20040106,25.466,Alabama
20040107,26.8,Alabama
20040108,25.274,Alabama
20040109,23.782,Alabama
20040110,20.558,Alabama
20040111,14.834,Alabama
20040112,7.539,Alabama
20050101,9.756,Alabama
20050102,10.768,Alabama
20050103,12.224,Alabama
20050104,16.579,Alabama
20050105,20.676,Alabama
20050106,25.422,Alabama
20050107,27.375,Alabama
20050108,27.514,Alabama
20050109,25.5,Alabama
20050110,18.055,Alabama
20050111,13.781,Alabama
20050112,6.637,Alabama
20060101,10.878,Alabama
20060102,8.016,Alabama
20060103,13.764,Alabama
20060104,20.061,Alabama
20060105,21.902,Alabama
20060106,26.079,Alabama
20060107,28.159,Alabama
20060108,28.479,Alabama
20060109,23.191,Alabama
20060110,17.057,Alabama
20060111,12.093,Alabama
20060112,9.87,Alabama
20070101,8.378,Alabama
20070102,7.468,Alabama
20070103,15.917,Alabama
20070104,15.951,Alabama
20070105,22.366,Alabama
20070106,26.535,Alabama
20070107,26.706,Alabama
20070108,29.61,Alabama
20070109,25.049,Alabama
20070110,19.586,Alabama
20070111,12.453,Alabama
20070112,11.061,Alabama
20080101,6.378,Alabama
20080102,9.779,Alabama
20080103,13.236,Alabama
20080104,17.322,Alabama
20080105,21.813,Alabama
20080106,26.471,Alabama
20080107,27.218,Alabama
20080108,26.312,Alabama
20080109,24.149,Alabama
20080110,17.159,Alabama
20080111,11.04,Alabama
20080112,9.957,Alabama
20090101,7.535,Alabama
20090102,9.322,Alabama
20090103,14.29,Alabama
20090104,16.803,Alabama
20090105,22.302,Alabama
20090106,26.887,Alabama
20090107,26.219,Alabama
20090108,26.15,Alabama
20090109,24.416,Alabama
20090110,17.575,Alabama
20090111,12.464,Alabama
20090112,7.319,Alabama
20100101,4.617,Alabama
20100102,5.014,Alabama
20100103,11.073,Alabama
20100104,18.244,Alabama
20100105,23.488,Alabama
20100106,27.717,Alabama
20100107,28.656,Alabama
20100108,28.844,Alabama
20100109,25.439,Alabama
20100110,18.352,Alabama
20100111,13.231,Alabama
20100112,4.852,Alabama
20110101,5.297,Alabama
20110102,9.997,Alabama
20110103,14.556,Alabama
20110104,19.121,Alabama
20110105,21.708,Alabama
20110106,27.839,Alabama
20110107,28.173,Alabama
20110108,28.281,Alabama
20110109,22.874,Alabama
20110110,16.291,Alabama
20110111,13.479,Alabama
20110112,9.875,Alabama
20120101,10.29,Alabama
20120102,11.405,Alabama
20120103,18.401,Alabama
20120104,18.675,Alabama
20120105,23.512,Alabama
20120106,25.454,Alabama
20120107,28.119,Alabama
20120108,26.275,Alabama
20120109,23.422,Alabama
20120110,17.228,Alabama
20120111,11.216,Alabama
20120112,10.822,Alabama
20130101,10.284,Alabama
20130102,9.161,Alabama
20130103,10.226,Alabama
20130104,17.067,Alabama
20130105,20.619,Alabama
20130106,26.072,Alabama
20130107,25.952,Alabama
20130108,26.107,Alabama
20130109,25.121,Alabama
19000101,23.739,Alaska
19000102,15.789,Alaska
19000103,12.253,Alaska
19000104,7.066,Alaska
19000105,2.308,Alaska
19000106,8.765,Alaska
19000107,12.249,Alaska
19000108,9.195,Alaska
19000109,4.111,Alaska
19000110,5.882,Alaska
19000111,15.15,Alaska
19000112,18.507,Alaska
19010101,22.693,Alaska
19010102,19.518,Alaska
19010103,14.469,Alaska
19010104,8.362,Alaska
19010105,0.059,Alaska
19010106,8.545,Alaska
19010107,11.333,Alaska
19010108,8.462,Alaska
19010109,4.156,Alaska
19010110,4.858,Alaska
19010111,14.984,Alaska
19010112,18.301,Alaska
19020101,20.665,Alaska
19020102,15.049,Alaska
19020103,18.185,Alaska
19020104,7.304,Alaska
19020105,2.965,Alaska
19020106,11.139,Alaska
19020107,12.375,Alaska
19020108,9.382,Alaska
19020109,4.129,Alaska
19020110,3.319,Alaska
19020111,16.456,Alaska
19020112,23.71,Alaska
19030101,25.382,Alaska
19030102,17.464,Alaska
19030103,12.821,Alaska
19030104,8.973,Alaska
19030105,1.505,Alaska
19030106,9.424,Alaska
19030107,11.92,Alaska
19030108,9.685,Alaska
19030109,3.774,Alaska
19030110,8.131,Alaska
19030111,15.753,Alaska
19030112,15.587,Alaska
19040101,23.195,Alaska
19040102,20.609,Alaska
19040103,14.255,Alaska
19040104,5.468,Alaska
19040105,3.505,Alaska
19040106,8.972,Alaska
19040107,11.876,Alaska
19040108,8.345,Alaska
19040109,2.822,Alaska
19040110,4.289,Alaska
19040111,17.741,Alaska
19040112,18.552,Alaska
19050101,17.537,Alaska
19050102,14.863,Alaska
19050103,10.859,Alaska
19050104,3.955,Alaska
19050105,3.051,Alaska
19050106,9.297,Alaska
19050107,11.18,Alaska
19050108,9.703,Alaska
19050109,1.625,Alaska
19050110,5.383,Alaska
19050111,10.377,Alaska
19050112,20.206,Alaska
19060101,28.788,Alaska
19060102,16.716,Alaska
19060103,10.191,Alaska
19060104,6.664,Alaska
19060105,3.405,Alaska
19060106,10.27,Alaska
19060107,10.665,Alaska
19060108,9.73,Alaska
19060109,4.336,Alaska
19060110,3.24,Alaska
19060111,14.856,Alaska
19060112,21.372,Alaska
19070101,17.321,Alaska
19070102,24.923,Alaska
19070103,16.145,Alaska
19070104,5.927,Alaska
19070105,4.139,Alaska
19070106,8.872,Alaska
19070107,10.819,Alaska
19070108,9.734,Alaska
19070109,3.689,Alaska
19070110,6.891,Alaska
19070111,15.585,Alaska
19070112,17.462,Alaska
19080101,19.832,Alaska
19080102,14.364,Alaska
19080103,15.206,Alaska
19080104,7.88,Alaska
19080105,3.285,Alaska
19080106,9.678,Alaska
19080107,11.298,Alaska
19080108,9.044,Alaska
19080109,1.159,Alaska
19080110,7.102,Alaska
19080111,13.911,Alaska
19080112,14.989,Alaska
19090101,25.363,Alaska
19090102,21.755,Alaska
19090103,15.889,Alaska
19090104,7.764,Alaska
19090105,2.649,Alaska
19090106,8.567,Alaska
19090107,12.032,Alaska
19090108,9.499,Alaska
19090109,2.454,Alaska
19090110,6.331,Alaska
19090111,16.67,Alaska
19090112,19.063,Alaska
19100101,22.096,Alaska
19100102,21.012,Alaska
19100103,15.555,Alaska
19100104,10.034,Alaska
19100105,2.231,Alaska
19100106,7.698,Alaska
19100107,10.806,Alaska
19100108,9.245,Alaska
19100109,4.919,Alaska
19100110,5.775,Alaska
19100111,13.32,Alaska
19100112,20.698,Alaska
19110101,23.465,Alaska
19110102,15.955,Alaska
19110103,17.174,Alaska
19110104,8.641,Alaska
19110105,2.287,Alaska
19110106,9.068,Alaska
19110107,12.143,Alaska
19110108,10.242,Alaska
19110109,5.278,Alaska
19110110,1.107,Alaska
19110111,14.196,Alaska
19110112,19.212,Alaska
19120101,16.121,Alaska
19120102,14.366,Alaska
19120103,9.067,Alaska
19120104,3.372,Alaska
19120105,4.57,Alaska
19120106,8.109,Alaska
19120107,11.177,Alaska
19120108,8.892,Alaska
19120109,4.062,Alaska
19120110,4.468,Alaska
19120111,12.281,Alaska
19120112,19.718,Alaska
19130101,24.722,Alaska
19130102,13.599,Alaska
19130103,12.181,Alaska
19130104,7.381,Alaska
19130105,3.19,Alaska
19130106,11.001,Alaska
19130107,11.615,Alaska
19130108,8.476,Alaska
19130109,2.706,Alaska
19130110,5.934,Alaska
19130111,13.471,Alaska
19130112,17.928,Alaska
19140101,19.925,Alaska
19140102,15.567,Alaska
19140103,14.338,Alaska
19140104,6.208,Alaska
19140105,3.397,Alaska
19140106,10.115,Alaska
19140107,11.093,Alaska
19140108,10.234,Alaska
19140109,2.484,Alaska
19140110,2.173,Alaska
19140111,13.504,Alaska
19140112,10.555,Alaska
19150101,16.848,Alaska
19150102,18.864,Alaska
19150103,10.535,Alaska
19150104,3.648,Alaska
19150105,5.038,Alaska
19150106,10.887,Alaska
19150107,13.568,Alaska
19150108,10.109,Alaska
19150109,4.81,Alaska
19150110,7.561,Alaska
19150111,14.352,Alaska
19150112,20.896,Alaska
19160101,18.458,Alaska
19160102,18.288,Alaska
19160103,18.088,Alaska
19160104,4.57,Alaska
19160105,2.566,Alaska
19160106,9.592,Alaska
19160107,11.668,Alaska
19160108,9.444,Alaska
19160109,4.294,Alaska
19160110,3,Alaska
19160111,14.347,Alaska
19160112,23.158,Alaska
19170101,24.988,Alaska
19170102,14.363,Alaska
19170103,11.345,Alaska
19170104,5.982,Alaska
19170105,2.538,Alaska
19170106,8.981,Alaska
19170107,10.203,Alaska
19170108,10.196,Alaska
19170109,4.043,Alaska
19170110,5.369,Alaska
19170111,19.85,Alaska
19170112,26.866,Alaska
19180101,20.893,Alaska
19180102,19.13,Alaska
19180103,17.755,Alaska
19180104,8.886,Alaska
19180105,1.54,Alaska
19180106,8.197,Alaska
19180107,12.85,Alaska
19180108,9.293,Alaska
19180109,5.104,Alaska
19180110,5.571,Alaska
19180111,17.686,Alaska
19180112,19.698,Alaska
19190101,22.215,Alaska
19190102,16.974,Alaska
19190103,14.52,Alaska
19190104,5.926,Alaska
19190105,3.233,Alaska
19190106,7.188,Alaska
19190107,11.86,Alaska
19190108,10.067,Alaska
19190109,4.667,Alaska
19190110,4.629,Alaska
19190111,14.367,Alaska
19190112,17.88,Alaska
19200101,23.127,Alaska
19200102,13.281,Alaska
19200103,16.316,Alaska
19200104,10.368,Alaska
19200105,0.894,Alaska
19200106,9.584,Alaska
19200107,11.094,Alaska
19200108,9.171,Alaska
19200109,3.582,Alaska
19200110,6.113,Alaska
19200111,13.464,Alaska
19200112,19.201,Alaska
19210101,23.246,Alaska
19210102,20.434,Alaska
19210103,12.428,Alaska
19210104,6.43,Alaska
19210105,2.553,Alaska
19210106,9.887,Alaska
19210107,11.776,Alaska
19210108,10.891,Alaska
19210109,3.023,Alaska
19210110,5.002,Alaska
19210111,12.042,Alaska
19210112,15.447,Alaska
19220101,16.614,Alaska
19220102,16.992,Alaska
19220103,16.288,Alaska
19220104,5.352,Alaska
19220105,0.817,Alaska
19220106,8.174,Alaska
19220107,9.4,Alaska
19220108,8.953,Alaska
19220109,3.13,Alaska
19220110,2.777,Alaska
19220111,14.032,Alaska
19220112,16.88,Alaska
19230101,21.563,Alaska
19230102,14.26,Alaska
19230103,13.939,Alaska
19230104,5.827,Alaska
19230105,3.355,Alaska
19230106,9.736,Alaska
19230107,12.735,Alaska
19230108,12.546,Alaska
19230109,4.605,Alaska
19230110,0.681,Alaska
19230111,10.547,Alaska
19230112,22.259,Alaska
19240101,19.443,Alaska
19240102,19.663,Alaska
19240103,8.997,Alaska
19240104,12.724,Alaska
19240105,2.345,Alaska
19240106,9.574,Alaska
19240107,10.444,Alaska
19240108,9.013,Alaska
19240109,3.457,Alaska
19240110,7.523,Alaska
19240111,10.501,Alaska
19240112,18.308,Alaska
19250101,26.386,Alaska
19250102,22.679,Alaska
19250103,13.151,Alaska
19250104,5.363,Alaska
19250105,3.905,Alaska
19250106,9.724,Alaska
19250107,11.45,Alaska
19250108,10.78,Alaska
19250109,5.725,Alaska
19250110,0.766,Alaska
19250111,11.459,Alaska
19250112,18.496,Alaska
19260101,12.523,Alaska
19260102,18.716,Alaska
19260103,7.989,Alaska
19260104,2.65,Alaska
19260105,3.402,Alaska
19260106,11.376,Alaska
19260107,12.372,Alaska
19260108,10.827,Alaska
19260109,6.651,Alaska
19260110,1.942,Alaska
19260111,8.917,Alaska
19260112,20.11,Alaska
19270101,17.482,Alaska
19270102,16.844,Alaska
19270103,17.248,Alaska
19270104,10.218,Alaska
19270105,2.72,Alaska
19270106,10.285,Alaska
19270107,12.711,Alaska
19270108,9.98,Alaska
19270109,2.49,Alaska
19270110,6.483,Alaska
19270111,18.197,Alaska
19270112,18.419,Alaska
19280101,15.736,Alaska
19280102,12.791,Alaska
19280103,17.271,Alaska
19280104,5.796,Alaska
19280105,2.794,Alaska
19280106,9.887,Alaska
19280107,11.335,Alaska
19280108,9.035,Alaska
19280109,3.135,Alaska
19280110,5.092,Alaska
19280111,10.862,Alaska
19280112,15.877,Alaska
19290101,13.953,Alaska
19290102,13.347,Alaska
19290103,17.268,Alaska
19290104,6.538,Alaska
19290105,3.24,Alaska
19290106,10.026,Alaska
19290107,11.031,Alaska
19290108,9.28,Alaska
19290109,6.806,Alaska
19290110,4.253,Alaska
19290111,10.108,Alaska
19290112,18.298,Alaska
19300101,14.301,Alaska
19300102,24.088,Alaska
19300103,16.344,Alaska
19300104,7.257,Alaska
19300105,2.921,Alaska
19300106,9.487,Alaska
19300107,11.51,Alaska
19300108,9.853,Alaska
19300109,3.674,Alaska
19300110,4.907,Alaska
19300111,16.49,Alaska
19300112,14.93,Alaska
19310101,16.659,Alaska
19310102,15.8,Alaska
19310103,13.813,Alaska
19310104,6.112,Alaska
19310105,1.825,Alaska
19310106,8.978,Alaska
19310107,10.641,Alaska
19310108,9.596,Alaska
19310109,3.662,Alaska
19310110,5.793,Alaska
19310111,11.398,Alaska
19310112,17.926,Alaska
19320101,23.871,Alaska
19320102,23.402,Alaska
19320103,11.144,Alaska
19320104,4.115,Alaska
19320105,2.729,Alaska
19320106,8.576,Alaska
19320107,11.291,Alaska
19320108,8.675,Alaska
19320109,3.275,Alaska
19320110,3.691,Alaska
19320111,18.443,Alaska
19320112,17.277,Alaska
19330101,25.365,Alaska
19330102,19.069,Alaska
19330103,14.521,Alaska
19330104,4.632,Alaska
19330105,2.66,Alaska
19330106,7.908,Alaska
19330107,11.019,Alaska
19330108,9.372,Alaska
19330109,3.072,Alaska
19330110,6.977,Alaska
19330111,13.686,Alaska
19330112,24.175,Alaska
19340101,27.123,Alaska
19340102,12.949,Alaska
19340103,13.757,Alaska
19340104,4.473,Alaska
19340105,2.459,Alaska
19340106,9.06,Alaska
19340107,10.425,Alaska
19340108,9.532,Alaska
19340109,5.056,Alaska
19340110,2.771,Alaska
19340111,13.134,Alaska
19340112,14.638,Alaska
19350101,20.021,Alaska
19350102,14.246,Alaska
19350103,12.817,Alaska
19350104,5.602,Alaska
19350105,1.221,Alaska
19350106,9.238,Alaska
19350107,11.997,Alaska
19350108,8.801,Alaska
19350109,4.015,Alaska
19350110,4.629,Alaska
19350111,14.57,Alaska
19350112,21.041,Alaska
19360101,18.079,Alaska
19360102,20.815,Alaska
19360103,15.28,Alaska
19360104,5.044,Alaska
19360105,3.328,Alaska
19360106,11.861,Alaska
19360107,11.906,Alaska
19360108,10.972,Alaska
19360109,3.908,Alaska
19360110,3.179,Alaska
19360111,11.951,Alaska
19360112,20.884,Alaska
19370101,12.299,Alaska
19370102,20.332,Alaska
19370103,15.117,Alaska
19370104,7.895,Alaska
19370105,1.477,Alaska
19370106,10.185,Alaska
19370107,11.582,Alaska
19370108,8.937,Alaska
19370109,5.647,Alaska
19370110,1.879,Alaska
19370111,10.44,Alaska
19370112,18.274,Alaska
19380101,22.461,Alaska
19380102,20.166,Alaska
19380103,13.176,Alaska
19380104,3.493,Alaska
19380105,3.311,Alaska
19380106,9.046,Alaska
19380107,11.29,Alaska
19380108,9.889,Alaska
19380109,5.342,Alaska
19380110,0.696,Alaska
19380111,10.847,Alaska
19380112,16.418,Alaska
19390101,21.85,Alaska
19390102,16.685,Alaska
19390103,16.281,Alaska
19390104,4.544,Alaska
19390105,1.788,Alaska
19390106,9.646,Alaska
19390107,11.54,Alaska
19390108,8.79,Alaska
19390109,3.701,Alaska
19390110,6.295,Alaska
19390111,17.684,Alaska
19390112,15.817,Alaska
19400101,15.747,Alaska
